hmdb_id;inchi;cid;bioactivity
HMDB0045826;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,25,27-28,34,60H,4-17,19-20,22-24,26,29-33,35-59H2,1-3H3/b21-18-,28-25-,34-27-/t60-/m1/s1;131756801;no
HMDB0050399;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,26-27,29,34,60H,4-17,19-20,22-25,28,30-33,35-59H2,1-3H3/b21-18-,29-26-,34-27-/t60-/m1/s1;131761147;no
HMDB0045619;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,27,34,40,43,60H,4-17,19-20,22-26,28-33,35-39,41-42,44-59H2,1-3H3/b21-18-,34-27-,43-40-/t60-/m1/s1;131756604;no
HMDB0049347;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h21,24-26,28-29,60H,4-20,22-23,27,30-59H2,1-3H3/b24-21-,28-25-,29-26-/t60-/m0/s1;131760144;no
HMDB0049962;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25-29,34,60H,4-24,30-33,35-59H2,1-3H3/b28-25-,29-26-,34-27-/t60-/m0/s1;131760724;no
HMDB0044812;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h26,29,35,38,44,47,60H,4-25,27-28,30-34,36-37,39-43,45-46,48-59H2,1-3H3/b29-26-,38-35-,47-44-/t60-/m0/s1;131755834;no
HMDB0045626;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-30-31-33-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-34-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,27,34,60H,4-8,10-11,13-17,19-20,22-26,28-33,35-59H2,1-3H3/b12-9-,21-18-,34-27-/t60-/m1/s1;131756611;no
HMDB0045776;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,27-28,30,60H,4-15,17-18,20-24,26,29,31-59H2,1-3H3/b19-16-,28-25-,30-27-/t60-/m1/s1;131756752;no
HMDB0045595;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,34,37,60H,4-15,17-18,20-24,26-27,29-33,35-36,38-59H2,1-3H3/b19-16-,28-25-,37-34-/t60-/m1/s1;131756584;no
HMDB0050382;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,60H,4-15,17-18,20-24,27,30-59H2,1-3H3/b19-16-,28-25-,29-26-/t60-/m1/s1;131761132;no
HMDB0045926;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,25,27-28,30,60H,4-17,19-20,22-24,26,29,31-59H2,1-3H3/b21-18-,28-25-,30-27-/t60-/m1/s1;131756891;no
HMDB0045945;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,27,30,36,39,60H,4-17,19-20,22-26,28-29,31-35,37-38,40-59H2,1-3H3/b21-18-,30-27-,39-36-;131756910;no
HMDB0045589;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25,28,34,37,43,46,60H,4-24,26-27,29-33,35-36,38-42,44-45,47-59H2,1-3H3/b28-25-,37-34-,46-43-/t60-/m1/s1;131756580;no
HMDB0005464;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25-30,60H,4-24,31-59H2,1-3H3/b28-25-,29-26-,30-27-;9545117;no
HMDB0045789;InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h27,30,36,39,45,48,60H,4-26,28-29,31-35,37-38,40-44,46-47,49-59H2,1-3H3/b30-27-,39-36-,48-45-;131756764;no
HMDB0052172;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)68-63(65)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3/h18,21,25,27-28,35,61H,4-17,19-20,22-24,26,29-34,36-60H2,1-3H3/b21-18-,28-25-,35-27-/t61-/m1/s1;131762863;no
HMDB0047412;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)68-63(65)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3/h18,21,27,35,42,45,61H,4-17,19-20,22-26,28-34,36-41,43-44,46-60H2,1-3H3/b21-18-,35-27-,45-42-/t61-/m1/s1;131758255;no
HMDB0047580;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)68-63(65)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3/h9,12,18,21,27,35,61H,4-8,10-11,13-17,19-20,22-26,28-34,36-60H2,1-3H3/b12-9-,21-18-,35-27-/t61-/m1/s1;131758422;no
HMDB0052382;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)59-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h18,21,25,27-28,35,61H,4-17,19-20,22-24,26,29-34,36-60H2,1-3H3/b21-18-,28-25-,35-27-/t61-/m1/s1;131763073;no
HMDB0047711;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)59-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h18,21,27,35,41,44,61H,4-17,19-20,22-26,28-34,36-40,42-43,45-60H2,1-3H3/b21-18-,35-27-,44-41-/t61-/m1/s1;131758553;no
HMDB0047718;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)59-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h9,12,18,21,27,35,61H,4-8,10-11,13-17,19-20,22-26,28-34,36-60H2,1-3H3/b12-9-,21-18-,35-27-/t61-/m1/s1;131758560;no
HMDB0052620;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)60-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h18,21,25,27-28,35,61H,4-17,19-20,22-24,26,29-34,36-60H2,1-3H3/b21-18-,28-25-,35-27-/t61-/m1/s1;131763285;no
HMDB0052942;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)60-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h18,21,27,35,41,44,61H,4-17,19-20,22-26,28-34,36-40,42-43,45-60H2,1-3H3/b21-18-,35-27-,44-41-/t61-/m1/s1;131763593;no
HMDB0055196;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)60-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h9,12,18,21,27,35,61H,4-8,10-11,13-17,19-20,22-26,28-34,36-60H2,1-3H3/b12-9-,21-18-,35-27-/t61-/m1/s1;131765734;no
HMDB0054460;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,61H,4-15,17-18,20-24,27,30-60H2,1-3H3/b19-16-,28-25-,29-26-/t61-/m1/s1;131765050;no
HMDB0051713;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,61H,4-16,18-19,21-24,27,30-60H2,1-3H3/b20-17-,28-25-,29-26-/t61-/m1/s1;131762422;no
HMDB0046730;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h17,20,26,29,36,39,61H,4-16,18-19,21-25,27-28,30-35,37-38,40-60H2,1-3H3/b20-17-,29-26-,39-36-/t61-/m1/s1;131757610;no
HMDB0046580;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h26,29,36,39,45,48,61H,4-25,27-28,30-35,37-38,40-44,46-47,49-60H2,1-3H3/b29-26-,39-36-,48-45-/t61-/m1/s1;131757489;no
HMDB0050860;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,61H,4-15,17-18,20-24,27,30-60H2,1-3H3/b19-16-,28-25-,29-26-/t61-/m0/s1;131761591;no
HMDB0051905;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,61H,4-16,18-19,21-24,27,30-60H2,1-3H3/b20-17-,28-25-,29-26-/t61-/m1/s1;131762597;no
HMDB0046994;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h17,20,26,29,35,38,61H,4-16,18-19,21-25,27-28,30-34,36-37,39-60H2,1-3H3/b20-17-,29-26-,38-35-/t61-/m1/s1;131757838;no
HMDB0046988;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h26,29,35,38,44,47,61H,4-25,27-28,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b29-26-,38-35-,47-44-/t61-/m1/s1;131757832;no
HMDB0050698;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,61H,4-15,17-18,20-24,27,30-60H2,1-3H3/b19-16-,28-25-,29-26-/t61-/m1/s1;131761436;no
HMDB0053445;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,61H,4-16,18-19,21-24,27,30-60H2,1-3H3/b20-17-,28-25-,29-26-/t61-/m1/s1;131764091;no
HMDB0053724;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h17,20,26,29,35,38,61H,4-16,18-19,21-25,27-28,30-34,36-37,39-60H2,1-3H3/b20-17-,29-26-,38-35-/t61-/m1/s1;131764362;no
HMDB0050976;InChI=1S/C63H118O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h26,29,35,38,44,47,61H,4-25,27-28,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b29-26-,38-35-,47-44-/t61-/m1/s1;131761707;no
HMDB0047846;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,24,26,60H,4-14,16-17,19-23,25,27-59H2,1-3H3/b18-15-,26-24-/t60-/m0/s1;131758688;no
HMDB0047318;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,25,27,60H,4-14,16-17,19-24,26,28-59H2,1-3H3/b18-15-,27-25-/t60-/m1/s1;131758161;no
HMDB0042667;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,60H,4-16,18-19,21-24,26,28-59H2,1-3H3/b20-17-,27-25-/t60-/m0/s1;131753804;no
HMDB0042465;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h24-27,60H,4-23,28-59H2,1-3H3/b26-24-,27-25-/t60-/m0/s1;131753602;no
HMDB0046440;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,24,26,60H,4-14,16-17,19-23,25,27-59H2,1-3H3/b18-15-,26-24-/t60-/m0/s1;131757363;no
HMDB0047180;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,25,27,60H,4-14,16-17,19-24,26,28-59H2,1-3H3/b18-15-,27-25-/t60-/m1/s1;131758023;no
HMDB0047019;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,60H,4-16,18-19,21-24,26,28-59H2,1-3H3/b20-17-,27-25-/t60-/m1/s1;131757863;no
HMDB0051409;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h24-27,60H,4-23,28-59H2,1-3H3/b26-24-,27-25-/t60-/m0/s1;131762140;no
HMDB0046608;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,24,26,60H,4-14,16-17,19-23,25,27-59H2,1-3H3/b18-15-,26-24-/t60-/m1/s1;131757517;no
HMDB0047868;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,25,27,60H,4-14,16-17,19-24,26,28-59H2,1-3H3/b18-15-,27-25-/t60-/m0/s1;131758710;no
HMDB0042261;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,60H,4-16,18-19,21-24,26,28-59H2,1-3H3/b20-17-,27-25-/t60-/m0/s1;131753403;no
HMDB0042494;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h24-27,60H,4-23,28-59H2,1-3H3/b26-24-,27-25-/t60-/m0/s1;131753631;no
HMDB0044309;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h17,20,26,28,60H,4-16,18-19,21-25,27,29-59H2,1-3H3/b20-17-,28-26-/t60-/m0/s1;131755367;no
HMDB0047271;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h21,24,26,28,60H,4-20,22-23,25,27,29-59H2,1-3H3/b24-21-,28-26-/t60-/m1/s1;131758114;no
HMDB0048507;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h21,24-25,27,60H,4-20,22-23,26,28-59H2,1-3H3/b24-21-,27-25-/t60-/m0/s1;131759335;no
HMDB0044149;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h25-28,60H,4-24,29-59H2,1-3H3/b27-25-,28-26-/t60-/m0/s1;131755218;no
HMDB0047064;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-38-35-33-28-26-23-20-17-14-11-8-5-2/h17,20,26,28,60H,4-16,18-19,21-25,27,29-59H2,1-3H3/b20-17-,28-26-/t60-/m1/s1;131757908;no
HMDB0047202;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-38-35-33-28-26-23-20-17-14-11-8-5-2/h21,24,26,28,60H,4-20,22-23,25,27,29-59H2,1-3H3/b24-21-,28-26-/t60-/m1/s1;131758045;no
HMDB0045695;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-38-35-33-28-26-23-20-17-14-11-8-5-2/h21,24-25,27,60H,4-20,22-23,26,28-59H2,1-3H3/b24-21-,27-25-/t60-/m0/s1;131756677;no
HMDB0050341;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-38-35-33-28-26-23-20-17-14-11-8-5-2/h25-28,60H,4-24,29-59H2,1-3H3/b27-25-,28-26-/t60-/m0/s1;131761093;no
HMDB0044012;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-33-28-26-23-20-17-14-11-8-5-2/h17,20,26,28,60H,4-16,18-19,21-25,27,29-59H2,1-3H3/b20-17-,28-26-/t60-/m0/s1;131755100;no
HMDB0048548;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-33-28-26-23-20-17-14-11-8-5-2/h21,24,26,28,60H,4-20,22-23,25,27,29-59H2,1-3H3/b24-21-,28-26-/t60-/m0/s1;131759375;no
HMDB0045845;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-33-28-26-23-20-17-14-11-8-5-2/h21,24-25,27,60H,4-20,22-23,26,28-59H2,1-3H3/b24-21-,27-25-/t60-/m1/s1;131756820;no
HMDB0044230;InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-33-28-26-23-20-17-14-11-8-5-2/h25-28,60H,4-24,29-59H2,1-3H3/b27-25-,28-26-/t60-/m0/s1;131755298;no
