hmdb_id;inchi;cid
HMDB0045958;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25,27-28,30,36,39,60H,4-15,17,20,22-24,26,29,31-35,37-38,40-59H2,1-3H3/b19-16-,21-18-,28-25-,30-27-,39-36-/t60-/m1/s1;131756922
HMDB0050629;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,18-19,21,25-30,60H,4-15,17,20,22-24,31-59H2,1-3H3/b19-16-,21-18-,28-25-,29-26-,30-27-/t60-/m1/s1;131761368
HMDB0045802;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,27-28,30,36,39,45,48,60H,4-15,17-18,20-24,26,29,31-35,37-38,40-44,46-47,49-59H2,1-3H3/b19-16-,28-25-,30-27-,39-36-,48-45-/t60-/m1/s1;131756777
HMDB0050384;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,34,37,43,46,60H,4-15,17-18,20-24,27,30-33,35-36,38-42,44-45,47-59H2,1-3H3/b19-16-,28-25-,29-26-,37-34-,46-43-/t60-/m1/s1;131761134
HMDB0050946;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,35,38,44,47,60H,4-15,17-18,20-24,27,30-34,36-37,39-43,45-46,48-59H2,1-3H3/b19-16-,28-25-,29-26-,38-35-,47-44-/t60-/m1/s1;131761677
HMDB0050516;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-30,34,37,60H,4-15,17-18,20-24,31-33,35-36,38-59H2,1-3H3/b19-16-,28-25-,29-26-,30-27-,37-34-/t60-/m1/s1;131761261
HMDB0053317;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,34,37,60H,4-15,18,21-24,27,30-33,35-36,38-59H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,37-34-/t60-/m1/s1;131763967
HMDB0053407;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-30,60H,4-15,18,21-24,31-59H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,30-27-;131764055
HMDB0045927;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,25,27-28,30,34,37,43,46,60H,4-17,19-20,22-24,26,29,31-33,35-36,38-42,44-45,47-59H2,1-3H3/b21-18-,28-25-,30-27-,37-34-,46-43-/t60-/m1/s1;131756892
HMDB0045978;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,25,27-28,30,36,39,45,48,60H,4-17,19-20,22-24,26,29,31-35,37-38,40-44,46-47,49-59H2,1-3H3/b21-18-,28-25-,30-27-,39-36-,48-45-/t60-/m1/s1;131756941
HMDB0050642;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h18,21,25-30,36,39,60H,4-17,19-20,22-24,31-35,37-38,40-59H2,1-3H3/b21-18-,28-25-,29-26-,30-27-,39-36-;131761381
HMDB0050510;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25-30,34,37,43,46,60H,4-24,31-33,35-36,38-42,44-45,47-59H2,1-3H3/b28-25-,29-26-,30-27-,37-34-,46-43-/t60-/m1/s1;131761257
HMDB0050528;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h25-30,36,39,45,48,60H,4-24,31-35,37-38,40-44,46-47,49-59H2,1-3H3/b28-25-,29-26-,30-27-,39-36-,48-45-;131761270
HMDB0045784;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,27-28,30,34,37,60H,4-6,8-9,11-15,17-18,20-24,26,29,31-33,35-36,38-59H2,1-3H3/b10-7-,19-16-,28-25-,30-27-,37-34-/t60-/m1/s1;131756759
HMDB0045603;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,34,37,43,46,60H,4-6,8-9,11-15,17-18,20-24,26-27,29-33,35-36,38-42,44-45,47-59H2,1-3H3/b10-7-,19-16-,28-25-,37-34-,46-43-/t60-/m1/s1;131756589
HMDB0050390;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25-26,28-29,34,37,60H,4-6,8-9,11-15,17-18,20-24,27,30-33,35-36,38-59H2,1-3H3/b10-7-,19-16-,28-25-,29-26-,37-34-/t60-/m1/s1;131761138
HMDB0046134;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,25,27-28,30,36,39,60H,4-8,10-11,13-17,19-20,22-24,26,29,31-35,37-38,40-59H2,1-3H3/b12-9-,21-18-,28-25-,30-27-,39-36-/t60-/m1/s1;131757083
HMDB0046153;InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-25-28-31-34-37-40-43-46-49-52-55-61(64)67-58-60(69-63(66)57-54-51-48-45-42-39-36-33-30-27-24-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-35-32-29-26-23-20-17-14-11-8-5-2/h9,12,18,21,27,30,36,39,45,48,60H,4-8,10-11,13-17,19-20,22-26,28-29,31-35,37-38,40-44,46-47,49-59H2,1-3H3/b12-9-,21-18-,30-27-,39-36-,48-45-;131757102
HMDB0052316;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)68-63(65)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3/h9,12,18,21,25,27-28,35,42,45,61H,4-8,10-11,13-17,19-20,22-24,26,29-34,36-41,43-44,46-60H2,1-3H3/b12-9-,21-18-,28-25-,35-27-,45-42-/t61-/m1/s1;131763007
HMDB0052391;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)59-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h9,12,18,21,25,27-28,35,41,44,61H,4-8,10-11,13-17,19-20,22-24,26,29-34,36-40,42-43,45-60H2,1-3H3/b12-9-,21-18-,28-25-,35-27-,44-41-/t61-/m1/s1;131763082
HMDB0055446;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-33-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-29-26-23-20-17-14-11-8-5-2)60-67-62(64)56-53-50-47-44-41-38-35-27-24-21-18-15-12-9-6-3/h9,12,18,21,25,27-28,35,41,44,61H,4-8,10-11,13-17,19-20,22-24,26,29-34,36-40,42-43,45-60H2,1-3H3/b12-9-,21-18-,28-25-,35-27-,44-41-/t61-/m1/s1;131765967
HMDB0054948;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,32,34,38,41,47,50,61H,4-15,17-18,20-24,26-27,29-31,33,35-37,39-40,42-46,48-49,51-60H2,1-3H3/b19-16-,28-25-,34-32-,41-38-,50-47-/t61-/m1/s1;131765492
HMDB0054747;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,32,34,38,41,61H,4-15,17-18,20-24,27,30-31,33,35-37,39-40,42-60H2,1-3H3/b19-16-,28-25-,29-26-,34-32-,41-38-/t61-/m1/s1;131765312
HMDB0054470;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,36,39,45,48,61H,4-15,17-18,20-24,27,30-35,37-38,40-44,46-47,49-60H2,1-3H3/b19-16-,28-25-,29-26-,39-36-,48-45-/t61-/m1/s1;131765060
HMDB0054530;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,36,39,61H,4-15,18,21-24,27,30-35,37-38,40-60H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,39-36-/t61-/m1/s1;131765114
HMDB0051747;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,36,39,45,48,61H,4-16,18-19,21-24,27,30-35,37-38,40-44,46-47,49-60H2,1-3H3/b20-17-,28-25-,29-26-,39-36-,48-45-/t61-/m1/s1;131762447
HMDB0055818;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,32,34,38,41,61H,4-6,8-9,11-15,17-18,20-24,26-27,29-31,33,35-37,39-40,42-60H2,1-3H3/b10-7-,19-16-,28-25-,34-32-,41-38-/t61-/m1/s1;131766324
HMDB0051849;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,25-26,28-29,36,39,61H,4-7,9-10,12-16,18-19,21-24,27,30-35,37-38,40-60H2,1-3H3/b11-8-,20-17-,28-25-,29-26-,39-36-/t61-/m1/s1;131762547
HMDB0046930;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-35-38-41-44-47-50-53-56-62(64)67-60-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)68-63(65)57-54-51-48-45-42-39-36-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,29,36,39,45,48,61H,4-7,9-10,12-16,18-19,21-25,27-28,30-35,37-38,40-44,46-47,49-60H2,1-3H3/b11-8-,20-17-,29-26-,39-36-,48-45-/t61-/m1/s1;131757774
HMDB0046249;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,32,34,39,42,48,51,61H,4-15,17-18,20-24,26-27,29-31,33,35-38,40-41,43-47,49-50,52-60H2,1-3H3/b19-16-,28-25-,34-32-,42-39-,51-48-/t61-/m0/s1;131757197
HMDB0050861;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,32,34,39,42,61H,4-15,17-18,20-24,27,30-31,33,35-38,40-41,43-60H2,1-3H3/b19-16-,28-25-,29-26-,34-32-,42-39-/t61-/m0/s1;131761592
HMDB0051399;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,35,38,44,47,61H,4-15,17-18,20-24,27,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b19-16-,28-25-,29-26-,38-35-,47-44-/t61-/m0/s1;131762130
HMDB0054003;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,35,38,61H,4-15,18,21-24,27,30-34,36-37,39-60H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,38-35-/t61-/m0/s1;131764630
HMDB0051907;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,35,38,44,47,61H,4-16,18-19,21-24,27,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b20-17-,28-25-,29-26-,38-35-,47-44-/t61-/m1/s1;131762599
HMDB0046254;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,32,34,39,42,61H,4-6,8-9,11-15,17-18,20-24,26-27,29-31,33,35-38,40-41,43-60H2,1-3H3/b10-7-,19-16-,28-25-,34-32-,42-39-/t61-/m0/s1;131757202
HMDB0051913;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,25-26,28-29,35,38,61H,4-7,9-10,12-16,18-19,21-24,27,30-34,36-37,39-60H2,1-3H3/b11-8-,20-17-,28-25-,29-26-,38-35-/t61-/m1/s1;131762605
HMDB0047002;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-60-61(66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)59-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,29,35,38,44,47,61H,4-7,9-10,12-16,18-19,21-25,27-28,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b11-8-,20-17-,29-26-,38-35-,47-44-/t61-/m1/s1;131757846
HMDB0046074;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,32,34,39,42,48,51,61H,4-15,17-18,20-24,26-27,29-31,33,35-38,40-41,43-47,49-50,52-60H2,1-3H3/b19-16-,28-25-,34-32-,42-39-,51-48-/t61-/m1/s1;131757036
HMDB0050717;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,32,34,39,42,61H,4-15,17-18,20-24,27,30-31,33,35-38,40-41,43-60H2,1-3H3/b19-16-,28-25-,29-26-,34-32-,42-39-/t61-/m1/s1;131761455
HMDB0051246;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,35,38,44,47,61H,4-15,17-18,20-24,27,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b19-16-,28-25-,29-26-,38-35-,47-44-/t61-/m1/s1;131761977
HMDB0053904;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,35,38,61H,4-15,18,21-24,27,30-34,36-37,39-60H2,1-3H3/b19-16-,20-17-,28-25-,29-26-,38-35-/t61-/m1/s1;131764535
HMDB0054165;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,35,38,44,47,61H,4-16,18-19,21-24,27,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b20-17-,28-25-,29-26-,38-35-,47-44-/t61-/m1/s1;131764777
HMDB0046204;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,32,34,39,42,61H,4-6,8-9,11-15,17-18,20-24,26-27,29-31,33,35-38,40-41,43-60H2,1-3H3/b10-7-,19-16-,28-25-,34-32-,42-39-/t61-/m1/s1;131757152
HMDB0055605;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,25-26,28-29,35,38,61H,4-7,9-10,12-16,18-19,21-24,27,30-34,36-37,39-60H2,1-3H3/b11-8-,20-17-,28-25-,29-26-,38-35-/t61-/m1/s1;131766125
HMDB0055708;InChI=1S/C63H114O5/c1-4-7-10-13-16-19-22-25-28-31-32-34-36-39-42-45-48-51-54-57-63(65)68-61(59-66-58-55-52-49-46-43-40-37-30-27-24-21-18-15-12-9-6-3)60-67-62(64)56-53-50-47-44-41-38-35-33-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,29,35,38,44,47,61H,4-7,9-10,12-16,18-19,21-25,27-28,30-34,36-37,39-43,45-46,48-60H2,1-3H3/b11-8-,20-17-,29-26-,38-35-,47-44-/t61-/m1/s1;131766227
HMDB0048191;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,24-27,60H,4-14,16,19,21-23,28-59H2,1-3H3/b18-15-,20-17-,26-24-,27-25-/t60-/m0/s1;131759032
HMDB0042697;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,32,35,39,42,60H,4-16,18-19,21-24,26,28-31,33-34,36-38,40-41,43-59H2,1-3H3/b20-17-,27-25-,35-32-,42-39-/t60-/m0/s1;131753834
HMDB0052035;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,24-27,60H,4-14,16,19,21-23,28-59H2,1-3H3/b18-15-,20-17-,26-24-,27-25-/t60-/m1/s1;131762727
HMDB0047020;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,32,34,38,41,60H,4-16,18-19,21-24,26,28-31,33,35-37,39-40,42-59H2,1-3H3/b20-17-,27-25-,34-32-,41-38-/t60-/m1/s1;131757864
HMDB0048059;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,24-27,60H,4-14,16,19,21-23,28-59H2,1-3H3/b18-15-,20-17-,26-24-,27-25-/t60-/m0/s1;131758900
HMDB0042262;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-45-48-51-54-57-63(66)69-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)59-68-62(65)56-53-50-47-44-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,32,34,38,41,60H,4-16,18-19,21-24,26,28-31,33,35-37,39-40,42-59H2,1-3H3/b20-17-,27-25-,34-32-,41-38-/t60-/m0/s1;131753404
HMDB0044345;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h17,20,25-28,36,39,60H,4-16,18-19,21-24,29-35,37-38,40-59H2,1-3H3/b20-17-,27-25-,28-26-,39-36-/t60-/m0/s1;131755403
HMDB0044365;InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h17,20,26,28,36,39,45,48,60H,4-16,18-19,21-25,27,29-35,37-38,40-44,46-47,49-59H2,1-3H3/b20-17-,28-26-,39-36-,48-45-/t60-/m0/s1;131755423
